ledger_id,output_table,row_key,field,value,definition,denominator,rounding,source_path,source_sha256,source_record,period_role,population_boundary,claim_class,required_labels
PROT-0504,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,year,2024,Feature/prediction year.,not applicable,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0505,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,n,1573,Number of evaluable company-year observations.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0506,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,positive_n,224,Number of positive target labels.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0507,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,average_precision,0.3181785491644791,"Average precision, historically labelled PR-AUC.",aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0508,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,roc_auc,0.7450922641109817,ROC-AUC.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0509,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,brier_score,0.11146130950662664,Mean squared probabilistic forecast error.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0510,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,f1_frozen_threshold,0.38126009693053314,F1 at the frozen development threshold.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0511,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,precision_frozen_threshold,0.29873417721518986,Precision at the frozen development threshold.,predicted positives,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0512,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,recall_frozen_threshold,0.5267857142857143,Recall at the frozen development threshold.,positive labels,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0513,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,average_precision_ci_lower,0.26880681865106704,Lower 2.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0514,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,average_precision_ci_upper,0.3796264673410568,Upper 97.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0515,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,roc_auc_ci_lower,0.7092140644816172,Lower 2.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0516,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,roc_auc_ci_upper,0.7785216444706322,Upper 97.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0517,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,f1_ci_lower,0.3306171135752149,Lower 2.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0518,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,f1_ci_upper,0.42902260257571495,Upper 97.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0519,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,bootstrap_replicates,2000,Requested clustered-bootstrap replicates.,economic_group_id clusters,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0520,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__elastic_net_logistic__003,bootstrap_valid_replicates,2000,Valid non-degenerate clustered-bootstrap replicates.,requested bootstrap replicates,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[15],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0521,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,year,2024,Feature/prediction year.,not applicable,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0522,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,n,1573,Number of evaluable company-year observations.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0523,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,positive_n,224,Number of positive target labels.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0524,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,average_precision,0.31299706282081136,"Average precision, historically labelled PR-AUC.",aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0525,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,roc_auc,0.7431265222916447,ROC-AUC.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0526,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,brier_score,0.1117464695880913,Mean squared probabilistic forecast error.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0527,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,f1_frozen_threshold,0.3674074074074074,F1 at the frozen development threshold.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0528,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,precision_frozen_threshold,0.2749445676274945,Precision at the frozen development threshold.,predicted positives,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0529,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,recall_frozen_threshold,0.5535714285714286,Recall at the frozen development threshold.,positive labels,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0530,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,average_precision_ci_lower,0.2648532886105989,Lower 2.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0531,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,average_precision_ci_upper,0.3775585648180388,Upper 97.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0532,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,roc_auc_ci_lower,0.7114278089186267,Lower 2.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0533,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,roc_auc_ci_upper,0.7773015097648721,Upper 97.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0534,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,f1_ci_lower,0.32049218452069983,Lower 2.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0535,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,f1_ci_upper,0.41654956564853163,Upper 97.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0536,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,bootstrap_replicates,2000,Requested clustered-bootstrap replicates.,economic_group_id clusters,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0537,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__fixed_l2_logistic__002,bootstrap_valid_replicates,2000,Valid non-degenerate clustered-bootstrap replicates.,requested bootstrap replicates,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[16],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0538,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,year,2024,Feature/prediction year.,not applicable,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0539,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,n,1573,Number of evaluable company-year observations.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0540,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,positive_n,224,Number of positive target labels.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0541,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,average_precision,0.3716183951109663,"Average precision, historically labelled PR-AUC.",aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0542,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,roc_auc,0.773787461611776,ROC-AUC.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0543,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,brier_score,0.10753982622472984,Mean squared probabilistic forecast error.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0544,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,f1_frozen_threshold,0.4050632911392405,F1 at the frozen development threshold.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0545,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,precision_frozen_threshold,0.29568788501026694,Precision at the frozen development threshold.,predicted positives,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0546,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,recall_frozen_threshold,0.6428571428571429,Recall at the frozen development threshold.,positive labels,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0547,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,average_precision_ci_lower,0.31533319506583407,Lower 2.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0548,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,average_precision_ci_upper,0.4416339143989746,Upper 97.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0549,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,roc_auc_ci_lower,0.7439092350634102,Lower 2.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0550,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,roc_auc_ci_upper,0.8041151522694595,Upper 97.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0551,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,f1_ci_lower,0.3587407993306227,Lower 2.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0552,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,f1_ci_upper,0.45027761516226994,Upper 97.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0553,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,bootstrap_replicates,2000,Requested clustered-bootstrap replicates.,economic_group_id clusters,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0554,tables/02_protected_period_metrics.csv,holdout|2024|model_stage_v1__coarse__hist_gradient_boosting__007,bootstrap_valid_replicates,2000,Valid non-degenerate clustered-bootstrap replicates.,requested bootstrap replicates,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[10],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
